type,date,author,latitude,longitude, location,major_event,sentiment,message
mbdata,20140123185119,jgrobannne,,,,fire,negative,RT @InternationalNews Fire growing at the Dancing Dolphin fire. #abila #IntNews
mbdata,20140123185138,KronosQuoth,,,,pok_rally,neutral,"Waste not, want not  #KronosStar #POKRally"
mbdata,20140123185138,KronosQuoth,,,,pok_rally,neutral,"If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI"
mbdata,20140123185157,vonneka,,,,fire,neutral,RT @KronosStar Abila PD has called for additional support. #KronosStar
mbdata,20140123185159,brandonL,,,,fire,neutral,RT @jenny90210 Pulled 14 hour shift last night - have to go in again at midnight. So what happens? fire trucks screaming down the street. #norest
mbdata,20140123185200,stolkfair,,,,fire,positive,RT @HomelandIlluminations Residents  trickling out of Dancing Dolphin. #HI
mbdata,20140123185200,AbilaFireDept,,,,fire,positive,Abila Fire Department fire truck #23 has arrived at Dancing Dolphin apartment #AFD
mbdata,20140123185200,martaO,,,,fire,neutral,What's up with this traffic?
ccdata,20140123185200,,,,3671 N. Valmai St,fire,neutral,ALARM-SECURE NO CRIME
mbdata,20140123185200,superhero447,,,,spam,neutral,"I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood"
mbdata,20140123185200,KronosQuoth,,,,pok_rally,neutral,No one can make you feel inferior without your consent.  #POKRally #HI
mbdata,20140123185200,rockinHW,,,,spam,neutral,Hi! I advise you to visit this link hottips.kronos/trading #abila
mbdata,20140123185200,KronosQuoth,,,,pok_rally,neutral,Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally
mbdata,20140123185202,phantomagate,,,,chatter,neutral,RT @truccotrucco heading to gelatogalore! whos with me?
mbdata,20140123185214,KronosStar,,,,fire,negative,Flames are shooting from the windows on the second floor.  #KronosStar
mbdata,20140123185214,HomelandIlluminations,,,,fire,negative,Flames visible on 2nd floor. #HI
mbdata,20140123185214,GreyCatCollectibles,,,,fire,negative,where's all the people from upstairs?
mbdata,20140123185214,unicorns,,,,fire,negative,#dancingdolphin full of #dancingfire. #danzamacabra
mbdata,20140123185219,InternationalNews,,,,fire,negative,Flames are shooting from the windows on the second floor. #Abila #IntNews
mbdata,20140123185219,AbilaPost,,,,fire,positive,third fire truck has arrived on the scene #AbilaPost
mbdata,20140123185219,HomelandIlluminations,,,,fire,positive,Firemen still clearing building. #HI
mbdata,20140123185219,trollingsnark,,,,chatter,neutral,Pictures are totally shopped #yeahright
mbdata,20140123185219,OnlytheTruth,,,,fire,negative,"MOAR FIRE! Really, thatz it?? pahetic"
mbdata,20140123185219,POK,,,,chatter,neutral,"The crowd cheers as Viktor-E sings their hit """"Stand Up Speak Up"""""""""
mbdata,20140123185221,GreyCatCollectibles,,,,fire,negative,haven't seen anyone from 3 yet
mbdata,20140123185221,junkieduck113,,,,spam,neutral,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit
mbdata,20140123185221,KronosQuoth,,,,pok_rally,neutral,Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI
mbdata,20140123185221,KronosQuoth,,,,pok_rally,neutral,You cant fall if you dont climb.  But theres no joy in living your whole life on the ground.  #KronosStar #POKRally
mbdata,20140123185225,soulofShi,,,,fire,neutral,kindafun watching the fire #pyroatheart
mbdata,20140123185225,anaregents,,,,chatter,neutral,"Viktor-e is playing """"stand up speak up"""" inspired by Ghandi very moving song"""""
mbdata,20140123185227,AbilaPost,,,,fire,positive,Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost
mbdata,20140123185227,GreyCatCollectibles,,,,chatter,neutral,haven't heard from rachel in days. hope she's off on vaca somewhere
mbdata,20140123185227,Officia1AbilaPost,,,,fire,negative,Death toll mounts - #kronoskidnapping. smad.co.kronos/383n28q
mbdata,20140123185228,KronosStar,,,,fire,positive,Firemen are helping evacuate the building. #KronosStar
mbdata,20140123185228,GreyCatCollectibles,,,,fire,negative,and not in her apt
mbdata,20140123185237,InternationalNews,,,,fire,positive,Evacuation in fire in Dancing Dolphin #IntNews
mbdata,20140123185237,AbilaPost,,,,fire,positive,firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost
mbdata,20140123185237,windAvatar,,,,chatter,neutral,feel slightly guilty but can't look away #schadenfreude
mbdata,20140123185237,martaO,,,,hit_and_run,negative,Never seen traffic like this before. #notmoving #gridlock youd thinkt his was a #realcity
ccdata,20140123185237,,,,N/A,fire,negative,INCOMPLETE CALL FOR POLICE
mbdata,20140123185241,KronosQuoth,,,,pok_rally,neutral,You can't connect the dots looking forward; you can only connect them looking backwards. #POKRally #HI
mbdata,20140123185241,KronosQuoth,,,,pok_rally,neutral,Life is 10% what happens to me and 90% of how I react to it.  #KronosStar #POKRally
mbdata,20140123185241,KronosQuoth,,,,pok_rally,neutral,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI"
mbdata,20140123185241,KronosQuoth,,,,pok_rally,neutral,Either write something worth reading or do something worth writing.  #KronosStar #POKRally
mbdata,20140123185257,zengardener,,,,fire,neutral,RT @KronosStar Abila PD has called for additional support. #KronosStar
mbdata,20140123185257,wireHead1122,,,,fire,neutral,RT @KronosStar Abila PD has called for additional support. #KronosStar
mbdata,20140123185302,CentralBulletin,,,,fire,positive,firefighters assisting residents out of Dancing Dolphin fire #Abila #CentralBulletin
mbdata,20140123185302,redisrad,,,,fire,negative,so many sirens
mbdata,20140123185302,OnlytheTruth,,,,fire,negative,Dang! Missed one!
mbdata,20140123185310,KronosStar,,,,fire,positive,Paramedics have arrived at the scene and are treating some of the evacuated residents for smoke inhalation. #KronosStar #DancingDolphinFire
mbdata,20140123185310,HomelandIlluminations,,,,fire,positive,Three fire engines and several police units at site.  Residents are being evacuated. #HI
mbdata,20140123185310,AbilaFireDept,,,,fire,neutral,Abila Fire Department has ordered the evacuation of nearby buildings as a precaution for fire at Achilleos & Madeg?#AFD
mbdata,20140123185310,katrina,,,,fire,neutral,just got called into the hospital - staffing up just in case #abilafire
mbdata,20140123185310,trollingsnark,,,,spam,neutral,Yup yup come right in. Time to take you in for reeducation.... I mean medical attention. #trustus
mbdata,20140123185310,Viktor-E,,,,spam,neutral,"'Stand Up Speak Up"""" has been covered by other bands across the world. see a mix at Viktor-E.kronos/ourmusic/standupspeakup/world"""""
mbdata,20140123185310,truthforcadau,36.051,24.854,,pok_rally,neutral,"Viktor-E playing my favorite """"Stand up Speak up""""! #POKRallyinthepark"""""
mbdata,20140123185311,KronosQuoth,,,,pok_rally,neutral,"I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI"
mbdata,20140123185311,KronosQuoth,,,,pok_rally,neutral,"If you want to lift yourself up, lift up someone else.  #KronosStar #POKRally"
mbdata,20140123185314,gardener4958,,,,fire,negative,RT @GreyCatCollectibles where's all the people from upstairs?
mbdata,20140123185319,dtennent,,,,fire,negative,"RT @OnlytheTruth MOAR FIRE! Really, thatz it?? pahetic"
mbdata,20140123185319,soup4u,,,,pok_rally,neutral,"RT @POK The crowd cheers as Viktor-E sings their hit """"Stand Up Speak Up"""""""""
mbdata,20140123185321,phantomagate,,,,fire,neutral,RT @AbilaFireDept ?
mbdata,20140123185327,wiseWords,,,,fire,positive,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost
mbdata,20140123185327,farmboy,,,,fire,positive,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost
mbdata,20140123185327,luvMyPants,,,,fire,positive,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost
mbdata,20140123185328,muppiesRock,,,,fire,positive,RT @KronosStar Firemen are helping evacuate the building. #KronosStar
mbdata,20140123185337,BlueVelvet,,,,fire,positive,RT @AbilaPost firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost
mbdata,20140123185340,whiteprotein,,,,spam,neutral,"Gain over 1,000 followers a week by using: getem.kronos/followers #abilaFinest #followme"
mbdata,20140123185340,KronosQuoth,,,,pok_rally,neutral,"People often say that motivation doesn't last. Well, neither does bathing - that's why we recommend it daily.  #POKRally #HI"
mbdata,20140123185402,siliconKing,,,,fire,neutral,RT @redisrad so many sirens
mbdata,20140123185407,KronosQuoth,,,,pok_rally,neutral,"Waste not, want not  #KronosStar #POKRally"
mbdata,20140123185407,KronosQuoth,,,,pok_rally,neutral,I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally
mbdata,20140123185407,hotdrugs225,,,,spam,neutral,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit
mbdata,20140123185407,KronosQuoth,,,,pok_rally,neutral,Failure is the condiment that gives success its flavor.  #POKRally #HI
mbdata,20140123185425,brandonL,,,,chatter,neutral,"RT @anaregents Viktor-e is playing """"stand up speak up"""" inspired by Ghandi very moving song"""""
mbdata,20140123185427,brain448,,,,fire,positive,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost
mbdata,20140123185435,reggierockin776,,,,spam,neutral,You look different in this photo. pics.kronos/pics  #abila #pictures
mbdata,20140123185435,KronosQuoth,,,,pok_rally,neutral,When you stop chasing the wrong things you give the right things a chance to catch you.  #POKRally #HI
mbdata,20140123185435,KronosQuoth,,,,pok_rally,neutral,Challenges are what make life interesting and overcoming them is what makes life meaningful.  #KronosStar #POKRally
mbdata,20140123185435,Clevvah4Evah,,,,pok_rally,negative,I literally felt like blowing them up #POK #Rally #Grammar
mbdata,20140123185457,KronosQuoth,,,,pok_rally,neutral,Real difficulties can be overcome; it is only the imaginary ones that are unconquerable.  #POKRally #HI
mbdata,20140123185501,AbilaPost,,,,fire,positive,paramedics on the scene treating evacuated residents of @dancingdolphin #AbilaPost #firstresponders
mbdata,20140123185501,HomelandIlluminations,,,,fire,neutral,Ambulance arrived - no word on injuries. #HI
mbdata,20140123185501,dangermice,36.059,24.894,,fire,neutral,Police are flooding the scene
mbdata,20140123185501,powercrystals,,,,fire,neutral,Traffic congestion in East Abila #abila
ccdata,20140123185501,,,,N. Arbete St / N. Oddisseos St,chatter,neutral,TRAFFIC STOP
mbdata,20140123185502,rrWine,,,,chatter,neutral,RT @OnlytheTruth Dang! Missed one!
mbdata,20140123185502,AbilaPost,,,,fire,positive,An additional police unit has arrived blocking off Achilleos and Madeg #AbilaPost?
mbdata,20140123185502,HomelandIlluminations,,,,fire,positive,Residents are being treated for smoke inhalation and minor injuries. #HI
mbdata,20140123185502,katrina,,,,fire,negative,air quality awful tonight. whats going on???
mbdata,20140123185502,AbilaAllFaith,,,,spam,neutral,Counseling is available for those in distress at Abila All-Faiths Church.
mbdata,20140123185503,HomelandIlluminations,,,,hit_and_run,neutral,Police have asked crowd to move away from scene. #HI
mbdata,20140123185505,HomelandIlluminations,,,,fire,neutral,As a precaution fire officials have ordered nearby buildings evacuated. Police are going door to door to clear area. #HI
mbdata,20140123185505,GreyCatCollectibles,,,,fire,neutral,They're making us get way back from the building --scared now.
mbdata,20140123185505,dangermice,36.059,24.894,,fire,neutral,Oh man they are evacuating the nearby buildings #abilafire
mbdata,20140123185505,martaO,,,,pok_rally,neutral,What is going on? I was smart enough to stay away from the #rallypark - thot everyone would be there
mbdata,20140123185505,Viktor-E,,,,spam,neutral,Read what person inspired Bert to found Viktor-E: Viktor-E.kronos/theband/interviews
mbdata,20140123185518,Clevvah4Evah,,,,pok_rally,neutral,Don't be disinterested in the movie! #POK #Rally #Grammar
mbdata,20140123185518,KronosQuoth,,,,pok_rally,neutral,"When in doubt, punt!  #KronosStar #POKRally"
mbdata,20140123185519,rnbwBrite,,,,fire,negative,RT @InternationalNews Flames are shooting from the windows on the second floor. #Abila #IntNews
mbdata,20140123185528,soup4u,,,,fire,positive,RT @KronosStar Firemen are helping evacuate the building. #KronosStar
mbdata,20140123185539,KronosQuoth,,,,pok_rally,neutral,Fortune sides with him who dares.  #POKRally #HI
mbdata,20140123185600,dtennent,,,,fire,positive,RT @AbilaFireDept Abila Fire Department fire truck #23 has arrived at Dancing Dolphin apartment #AFD
mbdata,20140123185602,ninjabob,,,,fire,positive,RT @HomelandIlluminations Residents are being treated for smoke inhalation and minor injuries. #HI
mbdata,20140123185602,KronosStar,,,,fire,positive,Police and firemen have started to evacuate neighboring buildings. #KronosStar #DancingDolphinFire
mbdata,20140123185602,HomelandIlluminations,,,,fire,negative,Building appears to lost. #HI
mbdata,20140123185602,trollingsnark,,,,fire,negative,There we go. False flag operation entering stage 2.
mbdata,20140123185602,hazMore445,,,,spam,neutral,Restaurant opening soon- Dancing Bear   #schaber
mbdata,20140123185603,jaques,,,,hit_and_run,positive,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI
mbdata,20140123185603,sarajane,,,,hit_and_run,positive,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI
mbdata,20140123185603,microBanana,,,,hit_and_run,positive,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI
mbdata,20140123185608,KronosQuoth,,,,pok_rally,neutral,Everything youve ever wanted is on the other side of fear.  #KronosStar #POKRally
mbdata,20140123185614,slamrjamr,,,,fire,negative,RT @HomelandIlluminations Flames visible on 2nd floor. #HI
mbdata,20140123185619,slamrjamr,,,,fire,negative,RT @InternationalNews Flames are shooting from the windows on the second floor. #Abila #IntNews
mbdata,20140123185619,rnbwBrite,,,,fire,negative,RT @InternationalNews Flames are shooting from the windows on the second floor. #Abila #IntNews
mbdata,20140123185619,BlueVelvet,,,,fire,negative,RT @InternationalNews Flames are shooting from the windows on the second floor. #Abila #IntNews
mbdata,20140123185619,soup4u,,,,fire,positive,RT @AbilaPost third fire truck has arrived on the scene #AbilaPost
mbdata,20140123185627,gardener4958,,,,fire,positive,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost
mbdata,20140123185627,wireHead1122,,,,fire,positive,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost
mbdata,20140123185632,KronosQuoth,,,,pok_rally,positive,"Life is what we make it, always has been, always will be.  #KronosStar #POKRally"
mbdata,20140123185632,Clevvah4Evah,,,,pok_rally,positive,Dont loose your way in the dark going home #POK #Rally #Grammar
mbdata,20140123185637,electricAvenue,,,,fire,positive,RT @AbilaPost firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost
mbdata,20140123185637,dolls4sale,,,,fire,positive,RT @AbilaPost firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost
mbdata,20140123185701,vetsRock,,,,fire,positive,RT @AbilaPost paramedics on the scene treating evacuated residents of @dancingdolphin #AbilaPost #firstresponders
mbdata,20140123185701,dragonRider1,,,,fire,neutral,RT @HomelandIlluminations Ambulance arrived - no word on injuries. #HI
mbdata,20140123185701,dolls4sale,,,,fire,neutral,RT @HomelandIlluminations Ambulance arrived - no word on injuries. #HI
mbdata,20140123185701,KronosQuoth,,,,pok_rally,neutral,"Life is what we make it, always has been, always will be.  #KronosStar #POKRally"
mbdata,20140123185701,KronosQuoth,,,,pok_rally,neutral,Your problem isn't the problem. Your reaction is the problem.  #POKRally #HI
mbdata,20140123185701,KronosQuoth,,,,pok_rally,neutral,A real entrepreneur is somebody who has no safety net underneath them.  #POKRally #HI
mbdata,20140123185702,jaques,,,,fire,negative,RT @HomelandIlluminations Building appears to lost. #HI
mbdata,20140123185703,courage4life,,,,fire,negative,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI
mbdata,20140123185705,muppiesRock,,,,fire,neutral,RT @HomelandIlluminations As a precaution fire officials have ordered nearby buildings evacuated. Police are going door to door to clear area. #HI
mbdata,20140123185705,luvMyPants,,,,fire,neutral,RT @HomelandIlluminations As a precaution fire officials have ordered nearby buildings evacuated. Police are going door to door to clear area. #HI
mbdata,20140123185710,lordWally,,,,fire,neutral,RT @trollingsnark Yup yup come right in. Time to take you in for reeducation.... I mean medical attention. #trustus
mbdata,20140123185713,AbilaPost,,,,fire,neutral,Evacuations of surrounding buildings have begun - if you are in the vicinity of Achilleos & Madeg please be safe #AbilaPost
mbdata,20140123185713,trollingsnark,,,,chatter,neutral,"We're with the government, we're here to help. #yeahright"
mbdata,20140123185713,POK,,,,chatter,neutral,Next up: closing remarks by Sylvia Marek.
mbdata,20140123185725,whiteprotein,,,,pok_rally,neutral,He who hesitates is lost! #KronosStar #POKRally
mbdata,20140123185725,Clevvah4Evah,,,,pok_rally,neutral,Best seizure salad evvah #POK #Rally #Grammar
mbdata,20140123185756,KronosQuoth,,,,pok_rally,neutral,Don't be afraid to give up the good to go for the great.  #POKRally #HI
mbdata,20140123185801,luvMyPants,,,,fire,positive,RT @HomelandIlluminations Ambulance arrived - no word on injuries. #HI
mbdata,20140123185802,pinky,,,,fire,positive,RT @HomelandIlluminations Residents are being treated for smoke inhalation and minor injuries. #HI
mbdata,20140123185805,vetsRock,,,,spam,neutral,RT @Viktor-E Read what person inspired Bert to found Viktor-E: Viktor-E.kronos/theband/interviews
mbdata,20140123185819,KronosQuoth,,,,pok_rally,positive,The best revenge is massive success.  #KronosStar #POKRally
mbdata,20140123185846,NewsOnlineToday,,,,fire,positive,Nearby residents being evacuated in Dancing Dolphin fire in Abila. #NewsOnline
mbdata,20140123185846,SaveOurWildlands,,,,spam,neutral,Renewable energy and sustainable business is our future: SOW.kronos/whoweare
mbdata,20140123185850,KronosQuoth,,,,pok_rally,neutral,"You take your life in your own hands, and what happens? A terrible thing, no one to blame.  #KronosStar #POKRally"
mbdata,20140123185850,maskedWoman101,,,,spam,neutral,fyi this website badprofiles.kronos/tacky is spreading nasty blogs around #gettingFired
mbdata,20140123185850,KronosQuoth,,,,pok_rally,neutral,"In my experience, there is only one motivation, and that is desire. No reasons or principle contain it or stand against it.  #POKRally #HI"
mbdata,20140123185901,jgrobannne,,,,fire,positive,RT @AbilaPost paramedics on the scene treating evacuated residents of @dancingdolphin #AbilaPost #firstresponders
mbdata,20140123185901,KronosStar,,,,fire,positive,Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire
mbdata,20140123185901,HomelandIlluminations,,,,fire,negative,A resident may be trapped on upper floor. #HI
mbdata,20140123185901,GreyCatCollectibles,,,,pok_rally,neutral,Where did all these people come from? #worstblockpartyever
mbdata,20140123185901,POK,,,,chatter,neutral,Sylvia thanks all the speakers and the band
mbdata,20140123185903,brain448,,,,fire,neutral,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI
mbdata,20140123185913,Clevvah4Evah,,,,fire,neutral,Always flush out your ideas before presenting #POK #Rally #Grammar
mbdata,20140123185913,KronosQuoth,,,,fire,neutral,"Dreaming, after all, is a form of planning.  #KronosStar #POKRally"
mbdata,20140123185933,reggierockin776,,,,spam,neutral,Have you heard millions of people are making $5k+/Mo from home? heres how...workAthome.kronos/scam #kronos #abilajobs
mbdata,20140123185934,HomelandIlluminations,,,,fire,negative,Firemen report they are rescuing one resident trapped on upper floor. #HI
mbdata,20140123185946,sithLordJames,,,,fire,negative,RT @NewsOnlineToday Nearby residents being evacuated in Dancing Dolphin fire in Abila. #NewsOnline
mbdata,20140123185954,Clevvah4Evah,,,,pok_rally,neutral,"In edition, you should always add instead of multiply #POK #Rally #Grammar"
mbdata,20140123185954,KronosQuoth,,,,pok_rally,neutral,The distance between insanity and genius is measured only by success.  #POKRally #HI
mbdata,20140123185954,KronosQuoth,,,,pok_rally,neutral,The secret of the universe depends on intrinsic timelessness #POKRally #HI
mbdata,20140123185954,KronosQuoth,,,,pok_rally,neutral,"If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI"
mbdata,20140123190000,InternationalNews,,,,fire,negative,Injuries at the Dancing Dolphin Fire #abila #IntNews
mbdata,20140123190000,HomelandIlluminations,,,,fire,positive,Residents report no one lived on floors 4-6. #HI
mbdata,20140123190000,GreyCatCollectibles,,,,fire,positive,hear comes some folks from 3 - AFD carrying Marta out the building. #afdheros
mbdata,20140123190000,dangermice,36.059,24.894,,fire,positive,Someone just got rescued and looks really bad  #abilafire
mbdata,20140123190000,ourcountryourrights,,,,pok_rally,neutral,Viktor-e playing for the next hour courtesy of the POK #POK
mbdata,20140123190001,brandonL,,,,fire,positive,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire
mbdata,20140123190001,electricAvenue,,,,fire,positive,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire
mbdata,20140123190001,brandonL,,,,fire,positive,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire
mbdata,20140123190001,courage4life,,,,fire,positive,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire
mbdata,20140123190001,brain448,,,,fire,negative,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI
mbdata,20140123190001,sarajane,,,,fire,negative,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI
mbdata,20140123190002,microBanana,,,,fire,negative,RT @HomelandIlluminations Building appears to lost. #HI
mbdata,20140123190021,reggierockin776,,,,spam,neutral,time for a refill ? refill your meds online at drugs.kronos/cheappills #abila #pharmacyripoff
mbdata,20140123190031,KronosStar,,,,fire,positive,Firemen have rescued a resident from the upper floors of the building. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,20140123190031,HomelandIlluminations,,,,fire,negative,Fire is still out of control  Smoke continues to pour from windows. #HI
mbdata,20140123190031,AbilaAllFaith,,,,fire,positive,Do not lose faith!  Abila All-Faiths Church is here to support #victims #DancingDophinsFire
mbdata,20140123190034,sithLordJames,,,,fire,negative,RT @HomelandIlluminations Firemen report they are rescuing one resident trapped on upper floor. #HI
mbdata,20140123190042,AbilaPost,,,,fire,positive,firefighters have rescued a resident from the upper floors of @dancingdolphin #AbilaPost?
mbdata,20140123190042,HomelandIlluminations,,,,fire,negative,No word on trapped resident. #HI
mbdata,20140123190042,martaO,,,,fire,neutral,traffic killing me - looks like #fire - every street closed down or gridlocked
mbdata,20140123190042,ourcountryourrights,,,,pok_rally,neutral,Come to the park and join us in social change #POK
mbdata,20140123190047,KronosQuoth,,,,pok_rally,neutral,"Life is not measured by the number of breaths we take, but by the moments that take our breath away.  #KronosStar #POKRally"
mbdata,20140123190101,sarajane,,,,fire,positive,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire
mbdata,20140123190101,muppiesRock,,,,fire,positive,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire
mbdata,20140123190110,Clevvah4Evah,,,,pok_rally,neutral,Waiting for you with bated breadth #POK #Rally #Grammar
mbdata,20140123190110,KronosQuoth,,,,pok_rally,neutral,"If you can dream it, you can achieve it.  #KronosStar #POKRally"
mbdata,20140123190110,KronosQuoth,,,,pok_rally,neutral,"There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI"
mbdata,20140123190139,Clevvah4Evah,,,,pok_rally,neutral`,I want a job 80% mental 30% fiscal #POK #Rally #Grammar
mbdata,20140123190142,sithLordJames,,,,fire,positive,RT @AbilaPost firefighters have rescued a resident from the upper floors of @dancingdolphin #AbilaPost?
mbdata,20140123190142,dtennent,,,,fire,negative,RT @HomelandIlluminations No word on trapped resident. #HI
mbdata,20140123190142,slamrjamr,,,,fire,negative,RT @HomelandIlluminations No word on trapped resident. #HI
mbdata,20140123190142,joyce101,,,,pok_rally,neutral,RT @ourcountryourrights Come to the park and join us in social change #POK
mbdata,20140123190146,dtennent,,,,fire,neutral,RT @NewsOnlineToday Nearby residents being evacuated in Dancing Dolphin fire in Abila. #NewsOnline
mbdata,20140123190200,dtennent,,,,fire,neutral,RT @HomelandIlluminations Residents report no one lived on floors 4-6. #HI
mbdata,20140123190200,InternationalNews,,,,fire,positive,Residents rescued in Dancing Dolphin fire #abila #intNews
mbdata,20140123190200,CentralBulletin,,,,fire,positive,resident rescued from upper floors of Dancing Dolphin Apartment #Abila #CentralBulletin
mbdata,20140123190200,martaflores,,,,fire,positive,Thank Abila Firefighters for saving me! #AFD
mbdata,20140123190200,trollingsnark,,,,chatter,neutral,Yes yes! Thank you oh dear government agents! What would we ever do without you! #sarcasm
mbdata,20140123190200,OnlytheTruth,,,,chatter,neutral,Missed another! AMATUER!!!
mbdata,20140123190200,POK,,,,pok_rally,neutral,Photos of the POK Rally in the Park: POK.kronos/rallyinthepark
mbdata,20140123190200,AbilaPost,,,,pok_rally,neutral,Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost
mbdata,20140123190200,anaregents,,,,pok_rally,positive,Sylvia is back on stage i guess this is the end #POKrally
mbdata,20140123190200,footfingers,36.054,24.902,,pok_rally,neutral,join the POK and make a differnce #POK
ccdata,20140123190200,,,,N. Arbete St / N. Spetson St,pok_rally,neutral,TRAFFIC STOP
mbdata,20140123190200,KronosQuoth,,,,pok_rally,neutral,The two most important days in your life are the day you are born and the day you find out why.  #KronosStar #POKRally
mbdata,20140123190200,KronosQuoth,,,,pok_rally,neutral,No masterpiece was ever created by a lazy artist. #POKRally #HI
mbdata,20140123190200,KronosQuoth,,,,pok_rally,positive,"You cant use up creativity.  The more you use, the more you have.  #KronosStar #POKRally"
mbdata,20140123190200,KronosQuoth,,,,pok_rally,positive,A real entrepreneur is somebody who has no safety net underneath them.  #POKRally #HI
mbdata,20140123190201,vetsRock,,,,fire,positive,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire
mbdata,20140123190201,jgrobannne,,,,fire,positive,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire
mbdata,20140123190201,luvMyPants,,,,fire,negative,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI
mbdata,20140123190201,lordWally,,,,fire,negative,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI
mbdata,20140123190224,KronosQuoth,,,,pok_rally,positive,"If you want to achieve excellence, you can get there today. As of this second, quit doing less-than-excellent work.  #POKRally #HI"
mbdata,20140123190224,KronosQuoth,,,,pok_rally,positive,"Winning isnt everything, but wanting to win is.  #KronosStar #POKRally"
mbdata,20140123190224,KronosQuoth,,,,pok_rally,positive,Motivation is what gets you started. Habit is what keeps you going.  #POKRally #HI
mbdata,20140123190224,KronosQuoth,,,,pok_rally,positive,If you're going through hell keep going.  #POKRally #HI
mbdata,20140123190231,wiseWords,,,,fire,negative,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI
mbdata,20140123190231,jgrobannne,,,,fire,negative,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI
mbdata,20140123190231,sarajane,,,,fire,negative,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI
mbdata,20140123190231,wireHead1122,,,,fire,positive,RT @AbilaAllFaith Do not lose faith!  Abila All-Faiths Church is here to support #victims #DancingDophinsFire
mbdata,20140123190242,slamrjamr,,,,fire,negative,RT @HomelandIlluminations No word on trapped resident. #HI
mbdata,20140123190246,luvMyPants,,,,spam,neutral,RT @SaveOurWildlands Renewable energy and sustainable business is our future: SOW.kronos/whoweare
mbdata,20140123190255,KronosQuoth,,,,pok_rally,neutral,Your problem isn't the problem. Your reaction is the problem.  #POKRally #HI
mbdata,20140123190300,vetsRock,,,,fire,negative,RT @dangermice Someone just got rescued and looks really bad  #abilafire
mbdata,20140123190300,muppiesRock,,,,pok_rally,neutral,RT @AbilaPost Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost
mbdata,20140123190300,vonneka,,,,pok_rally,neutral,RT @AbilaPost Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost
mbdata,20140123190301,lordWally,,,,fire,negative,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI
