type,date(yyyyMMddHHmmss),author,latitude,longitude, location,major_event,sentiment,message
mbdata,2.01401E+13,siliconKing,,,,,,RT @HomelandIlluminations APD is negotiating with gunmen for peaceful solution.
mbdata,2.01401E+13,KronosQuoth,,,,,,Blessed are those who can give without remembering and take without forgetting.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Real difficulties can be overcome; it is only the imaginary ones that are unconquerable.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.  #POKRally #HI
mbdata,2.01401E+13,brandonL,,,,,,RT @jenny90210 OMG going to the grocery store and pople are being shot
mbdata,2.01401E+13,KronosQuoth,,,,,,Do one thing every day that scares you.  #POKRally #HI
mbdata,2.01401E+13,megaMan,,,,,,@ben Police arent looking for me - they have their hands full #TAG
mbdata,2.01401E+13,AbilaPoliceDepartment,,,,,,Gelatogalore patrons have been advised to shelter in place #APD
mbdata,2.01401E+13,vonneka,,,,,,RT @NewsOnlineToday Injured firefighter in Dancing Dolphin fire in Abila. #NewsOnline
mbdata,2.01401E+13,teresaJ,,,,,,RT @hennyhenhendrix they seemed really interested in where that van came from
mbdata,2.01401E+13,stolkfair,,,,,,RT @megaMan People trying to leave in their cars - police say no  #TAG
mbdata,2.01401E+13,KronosQuoth,,,,,,The distance between insanity and genius is measured only by success.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Challenges are what make life interesting and overcoming them is what makes life meaningful.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,Remember that not getting what you want is sometimes a wonderful stroke of luck.  #KronosStar #POKRally
ccdata,2.01401E+13,,,,4607 N. Barwyn St,,,TRAFFIC STOP
mbdata,2.01401E+13,HomelandIlluminations,,,,,,No word yet on condition of injured firefighter. #HI
mbdata,2.01401E+13,unicorns,,,,,,#dancingdolphinfire is a sign - corrupt Abila must be punished
mbdata,2.01401E+13,anaregents,,,,,,rallys over can't wait for the next one.?Thanks Sylvia! #POK
mbdata,2.01401E+13,FriendsOfKronos,,,,,,just admit it Sylvia Marek you are a terrorist POK are terrorists and you orchestrated all this #POK #terror
mbdata,2.01401E+13,megaMan,,,,,,@tomish Its a black panel van - no windows. #TAG
mbdata,2.01401E+13,AbilaPost,,,,,,General Grocer Octavios Office Supply and Carly's Coffee has all been closed #AbilaPost
mbdata,2.01401E+13,HomelandIlluminations,,,,,,Evacuations of area businesses are under way at police standoff
mbdata,2.01401E+13,Simon_Hamaeth,,,,,,i think they are trying to evacuate us! #standoff
mbdata,2.01401E+13,KronosQuoth,,,,,,No one can make you feel inferior without your consent.  #POKRally #HI
mbdata,2.01401E+13,Clevvah4Evah,,,,,,Thats bad I have carpool tunnel #POK #Rally #Grammar
mbdata,2.01401E+13,Clevvah4Evah,,,,,,I literally felt like blowing them up #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,"Opportunities don't happen, you create them.  #POKRally #HI"
mbdata,2.01401E+13,brandonL,,,,,,RT @CentralBulletin negotiations begin between shooter and police #Abila #CentralBulletin
mbdata,2.01401E+13,KronosQuoth,,,,,,"We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI"
mbdata,2.01401E+13,megaMan,,,,,,@tomish Looked like it was chased into gelato #TAG
mbdata,2.01401E+13,NewsOnlineToday,,,,,,Police evacuating area of businesses underway near police standoff #Abila
mbdata,2.01401E+13,roger_roger,,,,,,still here
mbdata,2.01401E+13,ninjabob,,,,,,RT @HomelandIlluminations Evacuations of area businesses are under way at police standoff
mbdata,2.01401E+13,brain448,,,,,,RT @HomelandIlluminations Evacuations of area businesses are under way at police standoff
mbdata,2.01401E+13,KronosQuoth,,,,,,The battles that count arent the ones for gold medals. The struggles within yourself #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,I am not a product of my circumstances. I am a product of my decisions.  #KronosStar #POKRally
mbdata,2.01401E+13,meds4realz43,,,,,,I got cheap medication online without a prescription meds.kronos/cheapmeds #kronos #abila
mbdata,2.01401E+13,KronosQuoth,,,,,,The person who says it cannot be done should not interrupt the person who is doing it.  #KronosStar #POKRally
mbdata,2.01401E+13,megaMan,,,,,,Negotiator guy and van guy still back and forth.  #TAG
mbdata,2.01401E+13,AbilaPost,,,,,,Gelatogalore patrons are still trapped inside #AbilaPost
mbdata,2.01401E+13,KronosQuoth,,,,,,Things work out best for those who make the best of how things work out.  #POKRally #HI
mbdata,2.01401E+13,grassGreeener,,,,,,Easy credit cards! get what you're worth! easycredit.kronos/morecredit #abila #nobanks
mbdata,2.01401E+13,KronosQuoth,,,,,,"Success is liking yourself, liking what you do, and liking how you do it.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #KronosStar #POKRally
mbdata,2.01401E+13,Clevvah4Evah,,,,,,"In edition, you should always add instead of multiply #POK #Rally #Grammar"
mbdata,2.01401E+13,KronosQuoth,,,,,,The future heals descriptions of marvel #POKRally #HI
mbdata,2.01401E+13,sarajane,,,,,,RT @sofitees should got another coffeee this is going to take a long time #standoff
mbdata,2.01401E+13,dtennent,,,,,,RT @HomelandIlluminations Evacuations of area businesses are under way at police standoff
mbdata,2.01401E+13,zengardener,,,,,,RT @HomelandIlluminations Evacuations of area businesses are under way at police standoff
mbdata,2.01401E+13,Clevvah4Evah,,,,,,GAStech said they would give me a bonus! #POK #Rally #Grammar
mbdata,2.01401E+13,brain448,,,,,,RT @NewsOnlineToday Police evacuating area of businesses underway near police standoff #Abila
mbdata,2.01401E+13,siliconKing,,,,,,RT @NewsOnlineToday Police evacuating area of businesses underway near police standoff #Abila
mbdata,2.01401E+13,KronosQuoth,,,,,,All our dreams can come true if we have the courage to pursue them.  #POKRally #HI
mbdata,2.01401E+13,farmboy,,,,,,RT @HomelandIlluminations No word yet on condition of injured firefighter. #HI
mbdata,2.01401E+13,BlueVelvet,,,,,,RT @HomelandIlluminations Evacuations of area businesses are under way at police standoff
mbdata,2.01401E+13,rrWine,,,,,,RT @HomelandIlluminations Evacuations of area businesses are under way at police standoff
mbdata,2.01401E+13,FriendsOfKronos,,,,,,why has no one put it together? black van shooter rally hostages = POK rally distraction for POK kidnapping #POK #terror
mbdata,2.01401E+13,megaMan,,,,,,van guy waving gun at the roofs. Thinks SWATs there?  #TAG
mbdata,2.01401E+13,AbilaPost,,,,,,evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost
mbdata,2.01401E+13,roger_roger,,,,,,oh jeez some girl here just threw up
mbdata,2.01401E+13,KronosQuoth,,,,,,"If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI"
mbdata,2.01401E+13,ninjabob,,,,,,RT @NewsOnlineToday Police evacuating area of businesses underway near police standoff #Abila
mbdata,2.01401E+13,rrWine,,,,,,RT @roger_roger still here
mbdata,2.01401E+13,KronosQuoth,,,,,,Its not the years in your life that count. Its the life in your years.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,"Just when the caterpillar thought the world was ending, he turned into a butterfly.  #POKRally #HI"
mbdata,2.01401E+13,pinky,,,,,,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost
mbdata,2.01401E+13,FriendsOfKronos,,,,,,they were moving the hostages and got cuaght the feeble minded always result to violence #POK
mbdata,2.01401E+13,megaMan,,,,,,"Bad guy: """"Oh I'm getting out of here"""" yelling  #TAG"""""
mbdata,2.01401E+13,AbilaPost,,,,,,witness reports hearing popping sounds later understood to be gun fire #AbilaPost
mbdata,2.01401E+13,plasticParts,,,,,,RT @AbilaPost Gelatogalore patrons are still trapped inside #AbilaPost
mbdata,2.01401E+13,KronosQuoth,,,,,,"We must believe that we are gifted for something, and that this thing, at whatever cost, must be attained.  #KronosStar #POKRally"
mbdata,2.01401E+13,Clevvah4Evah,,,,,,My boss just made a 360 on his last decision! #POK #Rally #Grammar
mbdata,2.01401E+13,eazymoney,,,,,,Artist ? musician? need more followers ? click here  followme.kronos/artists #abila #artists
mbdata,2.01401E+13,KronosQuoth,,,,,,Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally
mbdata,2.01401E+13,Clevvah4Evah,,,,,,April 31 2013 - will always remember that date #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"You who are without sin, cast the first stone  #KronosStar #POKRally"
mbdata,2.01401E+13,siliconKing,,,,,,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost
mbdata,2.01401E+13,footfingers,36.054,24.902,,,,corrupt officials allow corporate greed to poison your land #POK
mbdata,2.01401E+13,protoGuy,,,,,,van dude is yelling at cops
mbdata,2.01401E+13,Sara_Nespola,,,,,,now people are showing up that were trapped in the coffee shop #hostage
mbdata,2.01401E+13,megaMan,,,,,,"Bad guy: """"Im outta here or people die""""  #TAG"""""
mbdata,2.01401E+13,AbilaPost,,,,,,witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost
mbdata,2.01401E+13,KronosStar,,,,,,Standoff between APD and shooters continues at Gelato Galore. #KronosStar
mbdata,2.01401E+13,HomelandIlluminations,,,,,,Witnesses report there may be people trapped in nearby businesses
mbdata,2.01401E+13,Officia1AbilaPost,,,,,,Eight Shot at GelatoGalore Robbery smad.co.kronos/39vn811v
mbdata,2.01401E+13,farmboy,,,,,,RT @FriendsOfKronos they were moving the hostages and got cuaght the feeble minded always result to violence #POK
mbdata,2.01401E+13,KronosQuoth,,,,,,"Dreaming, after all, is a form of planning.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"I have not failed. I've just found 10,000 ways that won't work.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI
mbdata,2.01401E+13,jaques,,,,,,RT @AbilaPost Gelatogalore patrons are still trapped inside #AbilaPost
mbdata,2.01401E+13,KronosQuoth,,,,,,"If the wind will not serve, take to the oars.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,The best time to plant a tree was 20 years ago. The second best time is now.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,The road to success and the road to failure are almost exactly the same.  #POKRally #HI
mbdata,2.01401E+13,Clevvah4Evah,,,,,,Don't be disinterested in the movie! #POK #Rally #Grammar
mbdata,2.01401E+13,zengardener,,,,,,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost
mbdata,2.01401E+13,blueSunshine,,,,,,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost
mbdata,2.01401E+13,sarajane,,,,,,RT @AbilaPost witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost
mbdata,2.01401E+13,joyce101,,,,,,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar
mbdata,2.01401E+13,plasticParts,,,,,,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar
mbdata,2.01401E+13,farmboy,,,,,,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar
mbdata,2.01401E+13,FriendsOfKronos,,,,,,i found the kidnapped GASTECH employees there at gelatogalore with POK terrorists
mbdata,2.01401E+13,megaMan,,,,,,not good #TAG
mbdata,2.01401E+13,NewsOnlineToday,,,,,,People may be trapped in nearby businesses #Abila
mbdata,2.01401E+13,panopticon,,,,,,guy in the black van is screaming something at the cops but cant hear what
mbdata,2.01401E+13,roger_roger,,,,,,if this doesn't end soon i'm gonna leave anyway
ccdata,2.01401E+13,,,,N. Estos St / N. Barabla St,,,SUBJECT STOP
mbdata,2.01401E+13,vetsRock,,,,,,RT @AbilaPost witness reports hearing popping sounds later understood to be gun fire #AbilaPost
mbdata,2.01401E+13,teresaJ,,,,,,RT @AbilaPost witness reports hearing popping sounds later understood to be gun fire #AbilaPost
mbdata,2.01401E+13,Clevvah4Evah,,,,,,What's the diff between would of and would've? #POK #Rally #Grammar
mbdata,2.01401E+13,whiteprotein,,,,,,You look different in this photo. pics.kronos/pics  #abila #pictures
mbdata,2.01401E+13,FriendsOfKronos,,,,,,APD should hire me
mbdata,2.01401E+13,megaMan,,,,,,Good time to listen behind the pole  #TAG
mbdata,2.01401E+13,megaMan,,,,,,OK I cant move without being under a light  #TAG #stuck
mbdata,2.01401E+13,KronosQuoth,,,,,,"Success is the sum of small efforts, repeated day-in and day-out.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,Believe you can and youre halfway there.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,"There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,"The successful warrior is the average man, with laser-like focus.  #POKRally #HI"
mbdata,2.01401E+13,footfingers,36.054,24.902,,,,rise up against corruption and injustice #POK
mbdata,2.01401E+13,protoGuy,,,,,,i wonder why the cops were chasing this van anyway
mbdata,2.01401E+13,HomelandIlluminations,,,,,,Standoff continues with multiple gunmen with unknown number of hostages
mbdata,2.01401E+13,MarcusDrymiau,,,,,,dude outside is yelling something about hostages #standoff
mbdata,2.01401E+13,prettyRain,,,,,,please please tell me whats happening out there? did someone get shot?
mbdata,2.01401E+13,NewsOnlineToday,,,,,,Standoff continues with multiple gunmen and unknown number of hostages #Abila
mbdata,2.01401E+13,KronosQuoth,,,,,,Life is not about finding yourself. Life is about creating yourself.  #POKRally #HI
mbdata,2.01401E+13,jgrobannne,,,,,,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost
mbdata,2.01401E+13,wiseWords,,,,,,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost
mbdata,2.01401E+13,joyce101,,,,,,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost
mbdata,2.01401E+13,siliconKing,,,,,,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar
mbdata,2.01401E+13,dolls4sale,,,,,,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar
mbdata,2.01401E+13,worldWatcher,,,,,,"RT @megaMan Bad guy: """"Oh I'm getting out of here"""" yelling  #TAG"""""
mbdata,2.01401E+13,megaMan,,,,,,think someone in the van just showed a hostage! Looked like a girl  #TAG
mbdata,2.01401E+13,AbilaPost,,,,,,close to 200 people have gathered to watch standoff at Alexandrias & Ithakis #AbilaPost
mbdata,2.01401E+13,SiaradSea,,,,,,Home!
ccdata,2.01401E+13,,,,3184 N. Agisilaou St,,,MISDEMEANOR ASSAULT-IN PROGRESS
mbdata,2.01401E+13,Clevvah4Evah,,,,,,Don't be disinterested in the movie! #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,Evolution inspires incredible phenomena #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Start where you are. Use what you have.  Do what you can.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,"If you hear a voice within you say you cannot paint, then by all means paint and that voice will be silenced.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"The successful warrior is the average man, with laser-like focus.  #POKRally #HI"
mbdata,2.01401E+13,junkman377,,,,,,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit
mbdata,2.01401E+13,Clevvah4Evah,,,,,,"In edition, you should always add instead of multiply #POK #Rally #Grammar"
mbdata,2.01401E+13,KronosQuoth,,,,,,"We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI"
mbdata,2.01401E+13,courage4life,,,,,,RT @AbilaPost witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost
mbdata,2.01401E+13,BlueVelvet,,,,,,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar
mbdata,2.01401E+13,stolkfair,,,,,,RT @HomelandIlluminations Witnesses report there may be people trapped in nearby businesses
mbdata,2.01401E+13,FriendsOfKronos,,,,,,what kind of dummies go to where shooting is? bystanders deserve to get shot #POK
mbdata,2.01401E+13,megaMan,,,,,,@ben the other guy showed her through the van window
mbdata,2.01401E+13,hempRules,,,,,,What a great career - #policenegotiator.
mbdata,2.01401E+13,phantomagate,,,,,,RT @AbilaPost witness reports hearing popping sounds later understood to be gun fire #AbilaPost
mbdata,2.01401E+13,KronosQuoth,,,,,,"Either you run the day, or the day runs you.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,Knowledge is being aware of what you can do. Wisdom is knowing when not to do it.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"If you want your children to turn out well, spend twice as much time with them, and half as much money.  #KronosStar #POKRally"
mbdata,2.01401E+13,lindyT,,,,,,RT @megaMan OK I cant move without being under a light  #TAG #stuck
mbdata,2.01401E+13,KronosQuoth,,,,,,Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,The mind is everything. What you think you become.   #KronosStar #POKRally
mbdata,2.01401E+13,gardener4958,,,,,,RT @AbilaPost witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost
mbdata,2.01401E+13,soup4u,,,,,,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar
mbdata,2.01401E+13,joyce101,,,,,,RT @HomelandIlluminations Witnesses report there may be people trapped in nearby businesses
mbdata,2.01401E+13,wiseWords,,,,,,RT @megaMan not good #TAG
mbdata,2.01401E+13,KronosQuoth,,,,,,"Strive not to be a success, but rather to be of value.  #KronosStar #POKRally"
mbdata,2.01401E+13,Clevvah4Evah,,,,,,GAStech said they would give me a bonus! #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,"Don't raise your voice, improve your argument.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,"I have learned over the years that when ones mind is made up, this diminishes fear.  #KronosStar #POKRally"
mbdata,2.01401E+13,vetsRock,,,,,,RT @SiaradSea Home!
mbdata,2.01401E+13,KronosQuoth,,,,,,"If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,"We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI"
mbdata,2.01401E+13,KronosStar,,,,,,The fire doesn't appear to be growing. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,HomelandIlluminations,,,,,,Officials report fire might be under control. #HI
mbdata,2.01401E+13,redisrad,,,,,,"Mikal, Oso - are you still at the rally? can I crash at your place? no telling when I can get home tonite #couchsurf"
mbdata,2.01401E+13,FriendsOfKronos,,,,,,terrorists love random violence shoot an innocent bystander why not? #POK
mbdata,2.01401E+13,rockStar113,,,,,,@AbilaPost gag who cares about the moneygrubbers - people are hurt
mbdata,2.01401E+13,megaMan,,,,,,"@ben It looked like """"She's first"""" #scary #TAG"""""
mbdata,2.01401E+13,InternationalNews,,,,,,Abila standoff continues in a stalemate. #abila #IntNews
mbdata,2.01401E+13,SiaradSea,,,,,,"I'm all right, everybody! Gonna try to unwind now."
mbdata,2.01401E+13,courage4life,,,,,,RT @NewsOnlineToday People may be trapped in nearby businesses #Abila
mbdata,2.01401E+13,KronosQuoth,,,,,,"The most difficult thing is the decision to act, the rest is merely tenacity.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"There is only one way to avoid criticism: do nothing, say nothing, and be nothing.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,The person who says it cannot be done should not interrupt the person who is doing it.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,"Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI"
mbdata,2.01401E+13,dtennent,,,,,,"RT @megaMan @ben It looked like """"She's first"""" #scary #TAG"""""
mbdata,2.01401E+13,plasticParts,,,,,,"RT @SiaradSea I'm all right, everybody! Gonna try to unwind now."
mbdata,2.01401E+13,michelleR,,,,,,Where's CHuc Norris when you need him?
mbdata,2.01401E+13,megaMan,,,,,,Negotiator guy calmed them down #TAG
mbdata,2.01401E+13,AbilaPost,,,,,,what will the economic impact of this standoff be for businesses in the vicinity? #AbilaPost
mbdata,2.01401E+13,panopticon,,,,,,they need to put more pressure on this guy ramp up the negoitations
mbdata,2.01401E+13,Simon_Hamaeth,,,,,,we're free! thanks #APD #standoff
mbdata,2.01401E+13,KronosQuoth,,,,,,"I have learned over the years that when ones mind is made up, this diminishes fear.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,Innovation distinguishes between a leader and a follower.  #POKRally #HI
mbdata,2.01401E+13,FriendsOfKronos,,,,,,hey Abila Post: terrorism is bad for business #POK
mbdata,2.01401E+13,megaMan,,,,,,Not yelling as much #TAG
mbdata,2.01401E+13,KronosQuoth,,,,,,The question isnt who is going to let me; its who is going to stop me.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,Change your thoughts and you change your world.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,What seems to us as bitter trials are often blessings in disguise. #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"Whenever you see a successful person you only see the public glories, never the private sacrifices to reach them.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,"Happiness is a butterfly, which when pursued, is always beyond your grasp. #POKRally #HI"
mbdata,2.01401E+13,reggierockin776,,,,,,One of the top diseases- help us cure it! diseasefund.kronos/payus #abila #cancer
mbdata,2.01401E+13,KronosQuoth,,,,,,If you want to achieve greatness stop asking for permission.  #POKRally #HI
mbdata,2.01401E+13,megaMan,,,,,,@tomish most of the police are backed off  #TAG
mbdata,2.01401E+13,rnbwBrite,,,,,,RT @megaMan Negotiator guy calmed them down #TAG
mbdata,2.01401E+13,KronosQuoth,,,,,,"Blessed are the meek, for they shall inherit the earth  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,There are no traffic jams along the extra mile.  #KronosStar #POKRally
mbdata,2.01401E+13,megaMan,,,,,,lots of guns pointed at that van #TAG
ccdata,2.01401E+13,,,,N/A,,,INCOMPLETE CALL FOR POLICE
mbdata,2.01401E+13,KronosQuoth,,,,,,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"Your time is limited, so dont waste it living someone elses life.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"As we look ahead into the next century, leaders will be those who empower others.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI
mbdata,2.01401E+13,FriendsOfKronos,,,,,,no amount of greenwashing can clean your terror organization Sylvia #POK #terror
mbdata,2.01401E+13,protoGuy,,,,,,"i want to move to get a better view, but there are too many guns out"
mbdata,2.01401E+13,megaMan,,,,,,hi tension but maybe the talking is working #TAG
mbdata,2.01401E+13,roger_roger,,,,,,some guy looked out the window says theres a ton of cops
mbdata,2.01401E+13,KronosQuoth,,,,,,You must expect great things of yourself before you can do them.  #POKRally #HI
mbdata,2.01401E+13,klingon4real,,,,,,RT @rockStar113 @AbilaPost gag who cares about the moneygrubbers - people are hurt
mbdata,2.01401E+13,brandonL,,,,,,RT @Simon_Hamaeth we're free! thanks #APD #standoff
mbdata,2.01401E+13,rockinHW,,,,,,make $630-$8062 a month online fastjobs.kronos/tricks #abila #workAtHome
mbdata,2.01401E+13,KronosQuoth,,,,,,Every strike brings me closer to the next home run.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,It is better to fail in originality than to succeed in imitation.  #POKRally #HI
mbdata,2.01401E+13,cminvestments11,,,,,,you r famous now haha  badprofiles.kronos/tacky   #abila #pictures
mbdata,2.01401E+13,vonneka,,,,,,"RT @protoGuy i want to move to get a better view, but there are too many guns out"
mbdata,2.01401E+13,HomelandIlluminations,,,,,,Officials state fire is under control. #HI
mbdata,2.01401E+13,megaMan,,,,,,@ben I'm at 200 followers now #TAG
mbdata,2.01401E+13,roger_roger,,,,,,just shoot them already
ccdata,2.01401E+13,,,,N. Polvo St / N. Androutsou St,,,TRAFFIC STOP
mbdata,2.01401E+13,KronosQuoth,,,,,,"Success is liking yourself, liking what you do, and liking how you do it.  #POKRally #HI"
mbdata,2.01401E+13,Clevvah4Evah,,,,,,I want a job 80% mental 30% fiscal #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,There are two types of people who will tell you that you cannot make a difference in this world. #POKRally #HI
ccdata,2.01401E+13,,,,2297 Filis St,,,SHOPLIFTING
mbdata,2.01401E+13,electricAvenue,,,,,,RT @megaMan Not yelling as much #TAG
mbdata,2.01401E+13,KronosQuoth,,,,,,There are no traffic jams along the extra mile.  #KronosStar #POKRally
mbdata,2.01401E+13,worldWatcher,,,,,,RT @HomelandIlluminations Officials state fire is under control. #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,"If you want to achieve excellence, you can get there today. As of this second, quit doing less-than-excellent work.  #POKRally #HI"
mbdata,2.01401E+13,Clevvah4Evah,,,,,,The rally has peaked my interest! #POK #Rally #Grammar
mbdata,2.01401E+13,KronosStar,,,,,,Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,redisrad,,,,,,Anyone want to meet at #ouzerielian to drink our troubles away?
mbdata,2.01401E+13,mountain478,,,,,,can't study -- too much going on outside - must watch the drama unfold #fireisscience
mbdata,2.01401E+13,footfingers,36.054,24.902,,,,we suport the POK's fight for the people of Kronos #POK #APA
mbdata,2.01401E+13,megaMan,,,,,,Some kid just came up behind me at the pole #scaredmetodeath #TAG
mbdata,2.01401E+13,AbilaPost,,,,,,Despite being advised to avoid the area the crowd has continued to grow around the standoff #AbilaPost
mbdata,2.01401E+13,panopticon,,,,,,are they just waiting him out of what?
mbdata,2.01401E+13,MarcusDrymiau,,,,,,I hope everyone stays calm and the hostages don't get hurt #standoff
mbdata,2.01401E+13,KronosQuoth,,,,,,"I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,The most common way people give up their power is by thinking they dont have any.  #KronosStar #POKRally
mbdata,2.01401E+13,Clevvah4Evah,,,,,,I want a job 80% mental 30% fiscal #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,Success is walking from failure to failure with no loss of enthusiasm.  #POKRally #HI
mbdata,2.01401E+13,FriendsOfKronos,,,,,,crowd continues to grow despite police warnings #POK
mbdata,2.01401E+13,megaMan,,,,,,Kid says he saw 2 people in the van from the other side of the street #TAG
mbdata,2.01401E+13,katrina,,,,,,Even criminals love #GelatoGalore
mbdata,2.01401E+13,KronosQuoth,,,,,,"Whatever the mind of man can conceive and believe, it can achieve.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"Ask and it will be given to you; search, and you will find; knock and the door will be opened for you.  #KronosStar #POKRally"
